Tempo;Pressao;Temperatura
4446;0.20677;128.9
4447;0.20511;128.89
4448;0.20342;128.89
4449;0.2017;128.88
4450;0.19996;128.87
4451;0.1982;128.86
4452;0.19642;128.85
4453;0.19462;128.85
4454;0.1928;128.84
4455;0.19098;128.83
4456;0.18914;128.82
4457;0.18729;128.82
4458;0.18544;128.81
4459;0.18359;128.8
4460;0.18173;128.8
4461;0.17988;128.79
4462;0.17803;128.78
4463;0.17618;128.77
4464;0.17434;128.77
4465;0.17251;128.76
4466;0.17068;128.76
4467;0.16888;128.75
4468;0.16708;128.74
4469;0.1653;128.74
4470;0.16354;128.73
4471;0.1618;128.73
4472;0.16008;128.72
4473;0.15838;128.72
4474;0.15671;128.71
4475;0.15507;128.71
4476;0.15345;128.7
4477;0.15186;128.7
4478;0.1503;128.69
4479;0.14877;128.69
4480;0.14727;128.68
4481;0.14581;128.68
4482;0.14439;128.67
4483;0.143;128.67
4484;0.14165;128.66
4485;0.14034;128.66
4486;0.13908;128.66
4487;0.13785;128.65
4488;0.13667;128.65
4489;0.13553;128.64
4490;0.13444;128.64
4491;0.13339;128.63
4492;0.1324;128.63
4493;0.13145;128.62
4494;0.13055;128.62
4495;0.12971;128.61
4496;0.12891;128.61
4497;0.12817;128.61
4498;0.12749;128.6
4499;0.12686;128.6
4500;0.12629;128.59
4501;0.12577;128.59
4502;0.12524;128.58
4503;0.12473;128.58
4504;0.12422;128.58
4505;0.12371;128.57
4506;0.12321;128.57
4507;0.12272;128.56
4508;0.12223;128.56
4509;0.12174;128.55
4510;0.12126;128.55
4511;0.12078;128.54
4512;0.12031;128.54
4513;0.11985;128.54
4514;0.11938;128.53
4515;0.11893;128.53
4516;0.11847;128.52
4517;0.11802;128.52
4518;0.11758;128.51
4519;0.11714;128.51
4520;0.11671;128.51
4521;0.11628;128.5
4522;0.11585;128.5
4523;0.11543;128.49
4524;0.11501;128.49
4525;0.1146;128.49
4526;0.11419;128.48
4527;0.11378;128.48
4528;0.11338;128.47
4529;0.11298;128.47
4530;0.11259;128.46
4531;0.1122;128.46
4532;0.11181;128.46
4533;0.11143;128.45
4534;0.11105;128.45
4535;0.11068;128.44
4536;0.1103;128.44
4537;0.10994;128.44
4538;0.10957;128.43
4539;0.10921;128.43
4540;0.10886;128.42
4541;0.1085;128.42
4542;0.10815;128.42
4543;0.10781;128.41
4544;0.10746;128.41
4545;0.10712;128.4
4546;0.10679;128.4
4547;0.10645;128.4
4548;0.10612;128.39
4549;0.10579;128.39
4550;0.10547;128.38
4551;0.10515;128.38
4552;0.10483;128.38
4553;0.10452;128.37
4554;0.1042;128.37
4555;0.1039;128.37
4556;0.10359;128.36
4557;0.10329;128.36
4558;0.10299;128.35
4559;0.10269;128.35
4560;0.10239;128.35
4561;0.1021;128.34
4562;0.10181;128.34
4563;0.10152;128.34
4564;0.10124;128.33
4565;0.10096;128.33
4566;0.10068;128.32
4567;0.1004;128.32
4568;0.10013;128.32
4569;0.099856;128.31
4570;0.099587;128.31
4571;0.09932;128.31
4572;0.099055;128.3
4573;0.098793;128.3
4574;0.098533;128.3
4575;0.098275;128.29
4576;0.09802;128.29
4577;0.097766;128.29
4578;0.097515;128.28
4579;0.097266;128.28
4580;0.097019;128.28
4581;0.096774;128.27
4582;0.096531;128.27
4583;0.09629;128.27
4584;0.096051;128.26
4585;0.095814;128.26
4586;0.095579;128.26
4587;0.095346;128.25
4588;0.095115;128.25
4589;0.094885;128.25
4590;0.094657;128.24
4591;0.094431;128.24
4592;0.094207;128.24
4593;0.093985;128.23
4594;0.093764;128.23
4595;0.093544;128.23
4596;0.093327;128.22
4597;0.093111;128.22
4598;0.092896;128.22
4599;0.092683;128.21
4600;0.092472;128.21
4601;0.092262;128.21
4602;0.092053;128.21
4603;0.091846;128.2
4604;0.09164;128.2
4605;0.091436;128.2
4606;0.091233;128.19
4607;0.091031;128.19
4608;0.09083;128.19
4609;0.090631;128.19
4610;0.090433;128.18
4611;0.090236;128.18
4612;0.09004;128.18
4613;0.089846;128.17
4614;0.089652;128.17
4615;0.08946;128.17
4616;0.089269;128.17
4617;0.089079;128.16
4618;0.088889;128.16
4619;0.088701;128.16
4620;0.088514;128.16
4621;0.088328;128.15
4622;0.088142;128.15
4623;0.087958;128.15
4624;0.087774;128.15
4625;0.087591;128.14
4626;0.087409;128.14
4627;0.087228;128.14
4628;0.087048;128.14
4629;0.086868;128.13
4630;0.086689;128.13
4631;0.08651;128.13
4632;0.086333;128.13
4633;0.086156;128.12
4634;0.085979;128.12
4635;0.085803;128.12
4636;0.085628;128.12
4637;0.085453;128.12
4638;0.085279;128.11
4639;0.085105;128.11
4640;0.084932;128.11
4641;0.084759;128.11
4642;0.084587;128.1
4643;0.084415;128.1
4644;0.084242;128.1
4645;0.084068;128.1
4646;0.083894;128.1
4647;0.083719;128.09
4648;0.083544;128.09
4649;0.083368;128.09
4650;0.083191;128.09
4651;0.083014;128.09
4652;0.082836;128.09
4653;0.082658;128.08
4654;0.08248;128.08
4655;0.082302;128.08
4656;0.082123;128.08
4657;0.081945;128.08
4658;0.081766;128.08
4659;0.081588;128.07
4660;0.081409;128.07
4661;0.081231;128.07
4662;0.081053;128.07
4663;0.080875;128.07
4664;0.080698;128.07
4665;0.080521;128.06
4666;0.080344;128.06
4667;0.080168;128.06
4668;0.079993;128.06
4669;0.079818;128.06
4670;0.079644;128.06
4671;0.079471;128.06
4672;0.079298;128.05
4673;0.079127;128.05
4674;0.078956;128.05
4675;0.078786;128.05
4676;0.078617;128.05
4677;0.07845;128.05
4678;0.078283;128.05
4679;0.078118;128.05
4680;0.077954;128.04
4681;0.077791;128.04
4682;0.07763;128.04
4683;0.07747;128.04
4684;0.077311;128.04
4685;0.077154;128.04
4686;0.076999;128.04
4687;0.076845;128.03
4688;0.076693;128.03
4689;0.076543;128.03
4690;0.076395;128.03
4691;0.076248;128.03
4692;0.076104;128.03
4693;0.075961;128.03
4694;0.07582;128.03
4695;0.075682;128.02
4696;0.075545;128.02
4697;0.075411;128.02
4698;0.075279;128.02
4699;0.075149;128.02
4700;0.075021;128.02
4701;0.074896;128.02
4702;0.074774;128.01
4703;0.074653;128.01
4704;0.074536;128.01
4705;0.074421;128.01
4706;0.074308;128.01
4707;0.074198;128.01
4708;0.074091;128.01
4709;0.073987;128.01
4710;0.073886;128
4711;0.073788;128
4712;0.073692;128
4713;0.0736;128
4714;0.07351;128
4715;0.073424;128
4716;0.073341;128
4717;0.073261;128
4718;0.073184;127.99
4719;0.07311;127.99
4720;0.07304;127.99
4721;0.072974;127.99
4722;0.072911;127.99
4723;0.072851;127.99
4724;0.072795;127.99
4725;0.072743;127.99
4726;0.072694;127.98
4727;0.072649;127.98
4728;0.072607;127.98
4729;0.07257;127.98
4730;0.072537;127.98
4731;0.072507;127.98
4732;0.072481;127.98
4733;0.07246;127.98
4734;0.072442;127.98
4735;0.072429;127.97
4736;0.07242;127.97
4737;0.072415;127.97
4738;0.072415;127.97
4739;0.072415;127.97
4740;0.072416;127.97
4741;0.072417;127.97
4742;0.072418;127.97
4743;0.07242;127.96
4744;0.072422;127.96
4745;0.072425;127.96
4746;0.072428;127.96
4747;0.072431;127.96
4748;0.072434;127.96
4749;0.072438;127.96
4750;0.072443;127.96
4751;0.072447;127.96
4752;0.072452;127.95
4753;0.072458;127.95
4754;0.072463;127.95
4755;0.072469;127.95
4756;0.072476;127.95
4757;0.072482;127.95
4758;0.072489;127.95
4759;0.072497;127.95
4760;0.072504;127.95
4761;0.072512;127.94
4762;0.072521;127.94
4763;0.072529;127.94
4764;0.072538;127.94
4765;0.072548;127.94
4766;0.072557;127.94
4767;0.072567;127.94
4768;0.072578;127.94
4769;0.072588;127.94
4770;0.072599;127.94
4771;0.07261;127.93
4772;0.072622;127.93
4773;0.072634;127.93
4774;0.072646;127.93
4775;0.072658;127.93
4776;0.072671;127.93
4777;0.072684;127.93
4778;0.072698;127.93
4779;0.072711;127.93
4780;0.072725;127.93
4781;0.072739;127.92
4782;0.072754;127.92
4783;0.072769;127.92
4784;0.072784;127.92
4785;0.072799;127.92
4786;0.072815;127.92
4787;0.072831;127.92
4788;0.072847;127.92
4789;0.072864;127.92
4790;0.072881;127.92
4791;0.072898;127.91
4792;0.072915;127.91
4793;0.072933;127.91
4794;0.072951;127.91
4795;0.072969;127.91
4796;0.072987;127.91
4797;0.073006;127.91
4798;0.073025;127.91
4799;0.073044;127.91
4800;0.073063;127.91
4801;0.073083;127.91
4802;0.073103;127.9
4803;0.073123;127.9
4804;0.073144;127.9
4805;0.073165;127.9
4806;0.073186;127.9
4807;0.073207;127.9
4808;0.073228;127.9
4809;0.07325;127.9
4810;0.073272;127.9
4811;0.073294;127.9
4812;0.073317;127.9
4813;0.07334;127.9
4814;0.073363;127.9
4815;0.073386;127.89
4816;0.073409;127.89
4817;0.073433;127.89
4818;0.073457;127.89
4819;0.073481;127.89
4820;0.073505;127.89
4821;0.073529;127.89
4822;0.073554;127.89
4823;0.073579;127.89
4824;0.073604;127.89
4825;0.07363;127.89
4826;0.073655;127.89
4827;0.073681;127.89
4828;0.073707;127.88
4829;0.073733;127.88
4830;0.07376;127.88
4831;0.073787;127.88
4832;0.073813;127.88
4833;0.07384;127.88
4834;0.073868;127.88
4835;0.073895;127.88
4836;0.073923;127.88
4837;0.073951;127.88
4838;0.073979;127.88
4839;0.074007;127.88
4840;0.074035;127.88
4841;0.074064;127.88
4842;0.074093;127.88
4843;0.074122;127.87
4844;0.074151;127.87
4845;0.07418;127.87
4846;0.07421;127.87
4847;0.074239;127.87
4848;0.074269;127.87
4849;0.074299;127.87
4850;0.074329;127.87
4851;0.07436;127.87
4852;0.07439;127.87
4853;0.074421;127.87
4854;0.074452;127.87
4855;0.074483;127.87
4856;0.074514;127.87
4857;0.074545;127.87
4858;0.074577;127.87
4859;0.074608;127.87
4860;0.07464;127.87
4861;0.074672;127.87
4862;0.074704;127.86
4863;0.074736;127.86
4864;0.074769;127.86
4865;0.074801;127.86
4866;0.074834;127.86
4867;0.074867;127.86
4868;0.0749;127.86
4869;0.074933;127.86
4870;0.074966;127.86
4871;0.074999;127.86
4872;0.075033;127.86
4873;0.075066;127.86
4874;0.0751;127.86
4875;0.075134;127.86
4876;0.075168;127.86
4877;0.075202;127.86
4878;0.075236;127.86
4879;0.075271;127.86
4880;0.075305;127.86
4881;0.07534;127.86
4882;0.075374;127.86
4883;0.075409;127.86
4884;0.075444;127.86
4885;0.075479;127.86
4886;0.075514;127.86
4887;0.075549;127.86
4888;0.075585;127.86
4889;0.07562;127.85
4890;0.075655;127.85
4891;0.075691;127.85
4892;0.075727;127.85
4893;0.075762;127.85
4894;0.075798;127.85
4895;0.075834;127.85
4896;0.07587;127.85
4897;0.075906;127.85
4898;0.075943;127.85
4899;0.075979;127.85
4900;0.076015;127.85
4901;0.076052;127.85
4902;0.076088;127.85
4903;0.076125;127.85
4904;0.076162;127.85
4905;0.076198;127.85
4906;0.076235;127.85
4907;0.076272;127.85
4908;0.076309;127.85
4909;0.076346;127.85
4910;0.076383;127.85
4911;0.07642;127.85
4912;0.076457;127.85
4913;0.076494;127.85
4914;0.076532;127.85
4915;0.076569;127.85
4916;0.076606;127.85
4917;0.076644;127.85
4918;0.076681;127.85
4919;0.076719;127.85
4920;0.076756;127.85
4921;0.076794;127.85
4922;0.076831;127.85
4923;0.076869;127.85
4924;0.076907;127.85
4925;0.076944;127.85
4926;0.076982;127.85
4927;0.07702;127.85
4928;0.077058;127.85
4929;0.077095;127.85
4930;0.077133;127.85
4931;0.077171;127.85
4932;0.077209;127.85
4933;0.077247;127.85
4934;0.077285;127.85
4935;0.077322;127.85
4936;0.07736;127.85
4937;0.077398;127.85
4938;0.077436;127.85
4939;0.077474;127.85
4940;0.077512;127.85
4941;0.07755;127.85
4942;0.077588;127.85
4943;0.077626;127.85
4944;0.077664;127.85
4945;0.077702;127.85
4946;0.07774;127.85
4947;0.077777;127.85
4948;0.077815;127.85
4949;0.077853;127.85
4950;0.077891;127.85
4951;0.077929;127.85
4952;0.077967;127.85
4953;0.078004;127.85
4954;0.078042;127.85
4955;0.07808;127.85
4956;0.078118;127.85
4957;0.078155;127.85
4958;0.078193;127.85
4959;0.07823;127.85
4960;0.078268;127.85
4961;0.078305;127.85
4962;0.078343;127.85
4963;0.07838;127.85
4964;0.078418;127.85
4965;0.078455;127.85
4966;0.078492;127.85
4967;0.07853;127.85
4968;0.078567;127.85
4969;0.078604;127.85
4970;0.078641;127.85
4971;0.078678;127.85
4972;0.078715;127.85
4973;0.078752;127.85
4974;0.078788;127.85
4975;0.078825;127.85
4976;0.078862;127.85
4977;0.078898;127.85
4978;0.078935;127.85
4979;0.078971;127.85
4980;0.079008;127.85
4981;0.079044;127.85
4982;0.07908;127.85
4983;0.079116;127.85
4984;0.079152;127.85
4985;0.079188;127.85
4986;0.079224;127.85
4987;0.07926;127.85
4988;0.079296;127.85
4989;0.079331;127.85
4990;0.079367;127.85
4991;0.079402;127.85
4992;0.079437;127.85
4993;0.079472;127.85
4994;0.079508;127.85
4995;0.079542;127.85
4996;0.079577;127.85
4997;0.079612;127.85
4998;0.079647;127.85
4999;0.079681;127.85
5000;0.079716;127.85
5001;0.07975;127.85
5002;0.079784;127.85
5003;0.079818;127.85
5004;0.079852;127.85
5005;0.079886;127.85
5006;0.079919;127.85
5007;0.079953;127.85
5008;0.079986;127.85
5009;0.080019;127.85
5010;0.080052;127.85
5011;0.080085;127.85
5012;0.080118;127.85
5013;0.080151;127.85
5014;0.080183;127.85
5015;0.080216;127.85
5016;0.080248;127.85
5017;0.08028;127.85
5018;0.080312;127.85
5019;0.080343;127.85
5020;0.080375;127.85
5021;0.080406;127.85
5022;0.080438;127.85
5023;0.080469;127.85
5024;0.0805;127.85
5025;0.08053;127.85
5026;0.080561;127.85
5027;0.080591;127.85
5028;0.080621;127.85
5029;0.080651;127.85
5030;0.080681;127.85
5031;0.080711;127.85
5032;0.08074;127.85
5033;0.08077;127.85
5034;0.080799;127.85
5035;0.080828;127.85
5036;0.080856;127.85
5037;0.080885;127.85
5038;0.080913;127.85
5039;0.080941;127.85
5040;0.080969;127.85
5041;0.080997;127.85
5042;0.081025;127.85
5043;0.081052;127.85
5044;0.081079;127.85
5045;0.081106;127.85
5046;0.081132;127.85
5047;0.081159;127.85
5048;0.081185;127.85
5049;0.081211;127.85
5050;0.081237;127.85
5051;0.081262;127.85
5052;0.081288;127.85
5053;0.081313;127.85
5054;0.081338;127.85
5055;0.081362;127.85
5056;0.081387;127.85
5057;0.081411;127.85
5058;0.081435;127.85
5059;0.081459;127.85
5060;0.081482;127.85
5061;0.081505;127.85
5062;0.081528;127.85
5063;0.081551;127.85
5064;0.081573;127.85
5065;0.081595;127.85
5066;0.081617;127.85
5067;0.081639;127.85
5068;0.08166;127.85
5069;0.081682;127.85
5070;0.081702;127.85
5071;0.081723;127.85
5072;0.081743;127.85
5073;0.081763;127.85
5074;0.081783;127.85
5075;0.081803;127.85
5076;0.081822;127.85
5077;0.081841;127.85
5078;0.08186;127.85
5079;0.081878;127.85
5080;0.081896;127.85
5081;0.081914;127.85
5082;0.081932;127.85
5083;0.081949;127.85
5084;0.081966;127.85
5085;0.081982;127.85
5086;0.081999;127.85
5087;0.082015;127.85
5088;0.08203;127.85
5089;0.082046;127.85
5090;0.082061;127.85
5091;0.082076;127.85
5092;0.08209;127.85
5093;0.082105;127.85
5094;0.082118;127.85
5095;0.082132;127.85
5096;0.082145;127.85
5097;0.082158;127.85
5098;0.082171;127.85
5099;0.082183;127.85
5100;0.082195;127.85
5101;0.082207;127.85
5102;0.082218;127.85
5103;0.082229;127.85
5104;0.082239;127.85
5105;0.08225;127.85
5106;0.08226;127.85
5107;0.082269;127.85
5108;0.082279;127.85
5109;0.082287;127.85
5110;0.082296;127.85
5111;0.082304;127.85
5112;0.082312;127.85
5113;0.08232;127.85
5114;0.082327;127.85
5115;0.082333;127.85
5116;0.08234;127.85
5117;0.082346;127.85
5118;0.082352;127.85
5119;0.082357;127.85
5120;0.082362;127.85
5121;0.082366;127.85
5122;0.082371;127.85
5123;0.082375;127.85
5124;0.082378;127.85
5125;0.082381;127.85
5126;0.082384;127.85
5127;0.082386;127.85
5128;0.082388;127.85
5129;0.08239;127.85
5130;0.082391;127.85
5131;0.082391;127.85
5132;0.082392;127.85
5133;0.082391;127.85
5134;0.082388;127.85
5135;0.082381;127.85
5136;0.08237;127.85
5137;0.082357;127.85
5138;0.08234;127.85
5139;0.08232;127.85
5140;0.082297;127.85
5141;0.082271;127.85
5142;0.082241;127.85
5143;0.082209;127.85
5144;0.082173;127.85
5145;0.082135;127.85
5146;0.082093;127.86
5147;0.082048;127.86
5148;0.082;127.86
5149;0.081949;127.86
5150;0.081896;127.86
5151;0.081839;127.87
5152;0.08178;127.87
5153;0.081717;127.87
5154;0.081652;127.88
5155;0.081584;127.88
5156;0.081514;127.88
5157;0.08144;127.89
5158;0.081364;127.89
5159;0.081285;127.9
5160;0.081203;127.9
5161;0.081119;127.91
5162;0.081032;127.91
5163;0.080943;127.92
5164;0.080851;127.92
5165;0.080757;127.93
5166;0.08066;127.93
5167;0.08056;127.94
5168;0.080458;127.95
5169;0.080354;127.95
5170;0.080247;127.96
5171;0.080138;127.97
5172;0.080026;127.97
5173;0.079913;127.98
5174;0.079797;127.99
5175;0.079678;127.99
5176;0.079558;128
5177;0.079435;128.01
5178;0.07931;128.02
5179;0.079183;128.02
5180;0.079054;128.03
5181;0.078923;128.04
5182;0.07879;128.05
5183;0.078655;128.06
5184;0.078517;128.06
5185;0.078378;128.07
5186;0.078237;128.08
5187;0.078094;128.09
5188;0.077949;128.1
5189;0.077802;128.11
5190;0.077654;128.12
5191;0.077503;128.12
5192;0.077351;128.13
5193;0.077197;128.14
5194;0.077041;128.15
5195;0.076884;128.16
5196;0.076725;128.17
5197;0.076565;128.18
5198;0.076402;128.19
5199;0.076239;128.19
5200;0.076073;128.2
5201;0.075907;128.21
5202;0.075738;128.22
5203;0.075569;128.23
5204;0.075397;128.24
5205;0.075225;128.25
5206;0.075051;128.26
5207;0.074876;128.27
5208;0.074699;128.28
5209;0.074521;128.28
5210;0.074342;128.29
5211;0.074161;128.3
5212;0.07398;128.31
5213;0.073797;128.32
5214;0.073613;128.33
5215;0.073428;128.34
5216;0.073242;128.34
5217;0.073055;128.35
5218;0.072866;128.36
5219;0.072677;128.37
5220;0.072487;128.38
5221;0.072296;128.39
5222;0.072104;128.39
5223;0.07191;128.4
5224;0.071717;128.41
5225;0.071522;128.42
5226;0.071326;128.42
5227;0.07113;128.43
5228;0.070932;128.44
5229;0.070734;128.45
5230;0.070536;128.45
5231;0.070336;128.46
5232;0.070136;128.47
5233;0.069936;128.47
5234;0.069734;128.48
5235;0.069532;128.49
5236;0.06933;128.49
5237;0.069127;128.5
5238;0.068923;128.5
5239;0.068719;128.51
5240;0.068515;128.52
5241;0.06831;128.52
5242;0.068105;128.53
5243;0.067899;128.54
5244;0.067693;128.54
5245;0.067486;128.55
5246;0.067279;128.56
5247;0.067072;128.56
5248;0.066865;128.57
5249;0.066657;128.58
5250;0.066449;128.59
5251;0.066241;128.59
5252;0.066033;128.6
5253;0.065825;128.61
5254;0.065616;128.61
5255;0.065408;128.62
5256;0.065199;128.63
5257;0.06499;128.64
5258;0.064781;128.64
5259;0.064573;128.65
5260;0.064364;128.66
5261;0.064155;128.67
5262;0.063946;128.67
5263;0.063738;128.68
5264;0.063529;128.69
5265;0.063321;128.7
5266;0.063112;128.7
5267;0.062904;128.71
5268;0.062696;128.72
5269;0.062488;128.73
5270;0.062281;128.73
5271;0.062074;128.74
5272;0.061866;128.75
5273;0.06166;128.76
5274;0.061453;128.76
5275;0.061247;128.77
5276;0.061028;128.78
5277;0.060791;128.78
5278;0.060538;128.79
5279;0.060269;128.8
5280;0.059984;128.81
5281;0.059686;128.81
5282;0.059374;128.82
5283;0.059049;128.83
5284;0.058712;128.83
5285;0.058364;128.84
5286;0.058006;128.85
5287;0.057638;128.85
5288;0.057261;128.86
5289;0.056876;128.87
5290;0.056484;128.87
5291;0.056086;128.88
5292;0.055682;128.88
5293;0.055272;128.89
5294;0.054859;128.9
5295;0.054442;128.9
5296;0.054022;128.91
5297;0.053599;128.91
5298;0.053176;128.92
5299;0.052751;128.92
5300;0.052327;128.93
5301;0.051903;128.94
5302;0.05148;128.94
5303;0.051059;128.94
5304;0.05064;128.95
5305;0.050225;128.95
5306;0.049813;128.96
5307;0.049406;128.96
5308;0.049004;128.97
5309;0.048607;128.97
5310;0.048216;128.98
5311;0.047831;128.98
5312;0.047454;128.98
5313;0.047085;128.99
5314;0.046724;128.99
5315;0.046371;128.99
5316;0.046028;128.99
5317;0.045695;129
5318;0.045372;129
5319;0.045059;129
5320;0.044758;129
5321;0.044469;129.01
5322;0.044192;129.01
5323;0.043928;129.01
5324;0.043677;129.01
5325;0.04344;129.01
5326;0.043217;129.01
5327;0.043009;129.01
5328;0.042816;129.01
5329;0.042639;129.01
5330;0.042477;129.01
5331;0.042332;129.01
5332;0.042205;129.01
5333;0.042095;129.01
5334;0.042003;129.01
5335;0.04193;129.01
5336;0.041876;129.01
5337;0.041841;129.01
5338;0.041827;129.01
5339;0.041893;129.01
5340;0.04215;129.01
5341;0.042596;129.01
5342;0.043229;129.01
5343;0.044046;129
5344;0.045045;129
5345;0.046224;129
5346;0.047585;129
5347;0.049126;129
5348;0.050848;128.99
5349;0.052752;128.99
5350;0.05484;128.99
5351;0.057111;128.99
5352;0.059568;128.99
5353;0.06221;128.98
5354;0.065038;128.98
5355;0.068053;128.98
5356;0.071255;128.97
5357;0.074642;128.97
5358;0.078214;128.97
5359;0.081969;128.97
5360;0.085905;128.96
5361;0.090019;128.96
5362;0.094306;128.96
5363;0.098763;128.95
5364;0.10338;128.95
5365;0.10816;128.94
5366;0.11309;128.94
5367;0.11816;128.94
5368;0.12337;128.93
5369;0.1287;128.93
5370;0.13414;128.93
5371;0.13968;128.92
5372;0.14531;128.92
5373;0.15102;128.91
5374;0.15678;128.91
5375;0.16259;128.9
5376;0.16843;128.9
5377;0.17428;128.9
5378;0.18012;128.89
5379;0.18593;128.89
5380;0.1917;128.88
5381;0.1974;128.88
5382;0.20301;128.87
5383;0.20852;128.87
5384;0.21389;128.86
5385;0.21912;128.86
5386;0.22416;128.85
5387;0.22901;128.85
5388;0.23363;128.84
5389;0.238;128.84
5390;0.24211;128.83
5391;0.24592;128.83
5392;0.24941;128.82
5393;0.25256;128.82
5394;0.25535;128.81
5395;0.25775;128.81
5396;0.25975;128.8
5397;0.26132;128.8
5398;0.26243;128.79
5399;0.26308;128.79
5400;0.26325;128.78
5401;0.26311;128.77
5402;0.26278;128.77
5403;0.26225;128.76
5404;0.26154;128.76
5405;0.26066;128.75
5406;0.25962;128.75
5407;0.25842;128.74
5408;0.25707;128.74
5409;0.25558;128.73
5410;0.25397;128.72
5411;0.25224;128.72
5412;0.2504;128.71
5413;0.24846;128.71
5414;0.24642;128.7
5415;0.2443;128.7
5416;0.24211;128.69
5417;0.23986;128.68
5418;0.23754;128.68
5419;0.23518;128.67
5420;0.23278;128.67
5421;0.23035;128.66
5422;0.2279;128.66
5423;0.22543;128.65
5424;0.22295;128.64
5425;0.22047;128.64
5426;0.218;128.63
5427;0.21555;128.63
5428;0.21312;128.62
5429;0.21072;128.61
5430;0.20835;128.61
5431;0.20603;128.6
5432;0.20376;128.6
5433;0.20154;128.59
5434;0.19939;128.59
5435;0.1973;128.58
5436;0.19529;128.58
5437;0.19336;128.57
5438;0.19152;128.56
5439;0.18977;128.56
5440;0.18811;128.55
5441;0.18656;128.55
5442;0.18511;128.54
5443;0.18379;128.54
5444;0.18258;128.53
5445;0.18149;128.53
5446;0.18054;128.52
5447;0.17972;128.52
5448;0.17904;128.51
5449;0.17839;128.51
5450;0.17776;128.5
5451;0.17713;128.5
5452;0.17651;128.49
5453;0.17589;128.49
5454;0.17529;128.48
5455;0.17469;128.48
5456;0.1741;128.47
5457;0.17352;128.47
5458;0.17294;128.46
5459;0.17237;128.46
5460;0.17181;128.45
5461;0.17126;128.45
5462;0.17071;128.44
5463;0.17017;128.44
5464;0.16964;128.43
5465;0.16911;128.43
5466;0.16859;128.43
5467;0.16807;128.42
5468;0.16757;128.42
5469;0.16706;128.41
5470;0.16657;128.41
5471;0.16608;128.41
5472;0.1656;128.4
5473;0.16512;128.4
5474;0.16465;128.39
5475;0.16418;128.39
5476;0.16372;128.39
5477;0.16327;128.38
5478;0.16282;128.38
5479;0.16238;128.38
5480;0.16194;128.37
5481;0.16151;128.37
5482;0.16108;128.37
5483;0.16066;128.36
5484;0.16024;128.36
5485;0.15983;128.36
5486;0.15942;128.36
5487;0.15902;128.35
5488;0.15862;128.35
5489;0.15823;128.35
5490;0.15784;128.35
5491;0.15746;128.34
5492;0.15708;128.34
5493;0.15671;128.34
5494;0.15634;128.34
5495;0.15598;128.34
5496;0.15561;128.34
5497;0.15526;128.33
5498;0.15491;128.33
5499;0.15456;128.33
5500;0.15421;128.33
5501;0.15387;128.33
5502;0.15354;128.33
5503;0.1532;128.33
5504;0.15287;128.33
5505;0.15255;128.33
5506;0.15223;128.33
5507;0.15191;128.32
5508;0.15159;128.32
5509;0.15128;128.32
5510;0.15097;128.32
5511;0.15067;128.32
5512;0.15037;128.32
5513;0.15007;128.32
5514;0.14977;128.32
5515;0.14948;128.32
5516;0.14919;128.32
5517;0.1489;128.32
5518;0.14862;128.32
5519;0.14834;128.32
5520;0.14806;128.32
5521;0.14778;128.32
5522;0.14751;128.31
5523;0.14724;128.31
5524;0.14697;128.31
5525;0.1467;128.31
5526;0.14644;128.31
5527;0.14618;128.31
5528;0.14592;128.31
5529;0.14566;128.31
5530;0.14541;128.31
5531;0.14516;128.31
5532;0.1449;128.31
5533;0.14466;128.31
5534;0.14441;128.31
5535;0.14416;128.31
5536;0.14392;128.31
5537;0.14368;128.3
5538;0.14344;128.3
5539;0.1432;128.3
5540;0.14296;128.3
5541;0.14273;128.3
5542;0.14249;128.3
5543;0.14226;128.3
5544;0.14203;128.3
5545;0.1418;128.3
5546;0.14157;128.3
5547;0.14134;128.3
5548;0.14111;128.3
5549;0.14089;128.3
5550;0.14066;128.3
5551;0.14044;128.3
5552;0.14021;128.3
5553;0.13999;128.3
5554;0.13977;128.29
5555;0.13955;128.29
5556;0.13933;128.29
5557;0.13911;128.29
5558;0.13889;128.29
5559;0.13867;128.29
5560;0.13845;128.29
5561;0.13823;128.29
5562;0.13801;128.29
5563;0.1378;128.29
5564;0.13758;128.29
5565;0.13736;128.29
5566;0.13714;128.29
5567;0.13693;128.29
5568;0.13671;128.29
5569;0.13649;128.29
5570;0.13627;128.29
5571;0.13606;128.28
5572;0.13584;128.28
5573;0.13562;128.28
5574;0.1354;128.28
5575;0.13518;128.28
5576;0.13496;128.28
5577;0.13474;128.28
5578;0.13452;128.28
5579;0.1343;128.28
5580;0.13408;128.28
5581;0.13386;128.28
5582;0.13364;128.28
5583;0.13341;128.28
5584;0.13319;128.28
5585;0.13296;128.28
5586;0.13274;128.28
5587;0.13251;128.28
5588;0.13228;128.28
5589;0.13205;128.28
5590;0.13182;128.27
5591;0.13159;128.27
5592;0.13136;128.27
5593;0.13112;128.27
5594;0.13089;128.27
5595;0.13065;128.27
5596;0.13041;128.27
5597;0.13017;128.27
5598;0.12993;128.27
5599;0.12969;128.27
5600;0.12944;128.27
5601;0.1292;128.27
5602;0.12895;128.27
5603;0.1287;128.27
5604;0.12845;128.27
5605;0.1282;128.27
5606;0.12794;128.27
5607;0.12769;128.27
5608;0.12743;128.27
5609;0.12717;128.27
5610;0.1269;128.27
5611;0.12664;128.26
5612;0.12637;128.26
5613;0.1261;128.26
