Tempo;Pressao;Temperatura
0;0;100.82
1;0.000028861;102.72
2;0.00011527;104.69
3;0.00025894;106.72
4;0.00045961;108.8
5;0.00071701;110.9
6;0.0010309;113.01
7;0.0014009;115.11
8;0.0018268;117.18
9;0.0023083;119.2
10;0.0028452;121.15
11;0.0034372;123.03
12;0.004084;124.8
13;0.0047852;126.45
14;0.0055408;127.96
15;0.0063502;129.32
16;0.0072134;130.5
17;0.0081299;131.49
18;0.0090995;132.27
19;0.010122;132.83
20;0.011197;133.13
21;0.012324;133.19
22;0.013504;133.2
23;0.014734;133.2
24;0.016017;133.21
25;0.01735;133.21
26;0.018735;133.21
27;0.020169;133.22
28;0.021655;133.22
29;0.02319;133.23
30;0.024774;133.23
31;0.026409;133.23
32;0.028092;133.24
33;0.029824;133.24
34;0.031604;133.24
35;0.033433;133.25
36;0.03531;133.25
37;0.037234;133.25
38;0.039206;133.26
39;0.041225;133.26
40;0.04329;133.26
41;0.045402;133.27
42;0.04756;133.27
43;0.049764;133.27
44;0.052014;133.27
45;0.054309;133.28
46;0.056649;133.28
47;0.059033;133.28
48;0.061462;133.28
49;0.063935;133.29
50;0.066452;133.29
51;0.069012;133.29
52;0.071615;133.29
53;0.074261;133.3
54;0.07695;133.3
55;0.079681;133.3
56;0.082454;133.3
57;0.085269;133.3
58;0.088125;133.31
59;0.091022;133.31
60;0.09396;133.31
61;0.096939;133.31
62;0.099957;133.31
63;0.10302;133.31
64;0.10611;133.32
65;0.10925;133.32
66;0.11243;133.32
67;0.11564;133.32
68;0.11889;133.32
69;0.12218;133.32
70;0.12551;133.33
71;0.12888;133.33
72;0.13228;133.33
73;0.13572;133.33
74;0.1392;133.33
75;0.14271;133.33
76;0.14626;133.33
77;0.14984;133.33
78;0.15346;133.33
79;0.15711;133.34
80;0.1608;133.34
81;0.16453;133.34
82;0.16828;133.34
83;0.17207;133.34
84;0.1759;133.34
85;0.17975;133.34
86;0.18364;133.34
87;0.18756;133.34
88;0.19152;133.34
89;0.1955;133.34
90;0.19952;133.34
91;0.20357;133.35
92;0.20765;133.35
93;0.21176;133.35
94;0.2159;133.35
95;0.22006;133.35
96;0.22426;133.35
97;0.22849;133.35
98;0.23275;133.35
99;0.23703;133.35
100;0.24135;133.35
101;0.24569;133.35
102;0.25006;133.35
103;0.25446;133.35
104;0.25888;133.35
105;0.26333;133.35
106;0.26781;133.35
107;0.27231;133.35
108;0.27684;133.35
109;0.28139;133.35
110;0.28597;133.35
111;0.29058;133.35
112;0.2952;133.35
113;0.29986;133.35
114;0.30453;133.35
115;0.30923;133.35
116;0.31396;133.35
117;0.3187;133.35
118;0.32347;133.35
119;0.32826;133.35
120;0.33307;133.35
121;0.33791;133.35
122;0.34276;133.35
123;0.34764;133.35
124;0.35253;133.35
125;0.35745;133.35
126;0.36239;133.35
127;0.36735;133.34
128;0.37232;133.34
129;0.37732;133.34
130;0.38233;133.34
131;0.38736;133.34
132;0.39241;133.34
133;0.39748;133.33
134;0.40257;133.33
135;0.40767;133.33
136;0.41279;133.33
137;0.41792;133.33
138;0.42307;133.32
139;0.42824;133.32
140;0.43342;133.32
141;0.43862;133.32
142;0.44383;133.31
143;0.44906;133.31
144;0.4543;133.31
145;0.45956;133.31
146;0.46483;133.3
147;0.47011;133.3
148;0.4754;133.3
149;0.48071;133.29
150;0.48603;133.29
151;0.49136;133.29
152;0.49671;133.29
153;0.50206;133.28
154;0.50743;133.28
155;0.5128;133.27
156;0.51819;133.27
157;0.52359;133.27
158;0.52899;133.26
159;0.53441;133.26
160;0.53983;133.26
161;0.54527;133.25
162;0.55071;133.25
163;0.55616;133.24
164;0.56162;133.24
165;0.56708;133.24
166;0.57255;133.23
167;0.57803;133.23
168;0.58352;133.22
169;0.58901;133.22
170;0.59451;133.22
171;0.60001;133.21
172;0.60552;133.21
173;0.61103;133.2
174;0.61655;133.2
175;0.62208;133.19
176;0.6276;133.19
177;0.63313;133.18
178;0.63867;133.18
179;0.6442;133.18
180;0.64974;133.17
181;0.65528;133.17
182;0.66083;133.16
183;0.66637;133.16
184;0.67192;133.15
185;0.67747;133.15
186;0.68302;133.14
187;0.68857;133.14
188;0.69412;133.13
189;0.69967;133.13
190;0.70521;133.12
191;0.71076;133.12
192;0.71631;133.11
193;0.72186;133.11
194;0.7274;133.1
195;0.73294;133.1
196;0.73848;133.09
197;0.74402;133.09
198;0.74956;133.08
199;0.75509;133.08
200;0.76062;133.07
201;0.76614;133.07
202;0.77166;133.06
203;0.77718;133.06
204;0.78269;133.05
205;0.78819;133.05
206;0.79369;133.04
207;0.79919;133.04
208;0.80468;133.03
209;0.81016;133.03
210;0.81564;133.02
211;0.82111;133.02
212;0.82657;133.01
213;0.83203;133.01
214;0.83747;133
215;0.84291;133
216;0.84834;132.99
217;0.85377;132.99
218;0.85918;132.98
219;0.86458;132.98
220;0.86998;132.97
221;0.87536;132.97
222;0.88074;132.96
223;0.8861;132.96
224;0.89145;132.95
225;0.8968;132.95
226;0.90213;132.94
227;0.90745;132.94
228;0.91275;132.94
229;0.91805;132.93
230;0.92333;132.93
231;0.9286;132.92
232;0.93386;132.92
233;0.9391;132.91
234;0.94433;132.91
235;0.94955;132.9
236;0.95475;132.9
237;0.95994;132.9
238;0.96511;132.89
239;0.97027;132.89
240;0.97541;132.88
241;0.98054;132.88
242;0.98565;132.88
243;0.99075;132.87
244;0.99582;132.87
245;1.0009;132.86
246;1.0059;132.86
247;1.011;132.85
248;1.016;132.85
249;1.021;132.85
250;1.0259;132.84
251;1.0309;132.84
252;1.0358;132.83
253;1.0407;132.83
254;1.0456;132.83
255;1.0505;132.82
256;1.0554;132.82
257;1.0602;132.81
258;1.065;132.81
259;1.0698;132.8
260;1.0746;132.8
261;1.0794;132.8
262;1.0841;132.79
263;1.0888;132.79
264;1.0935;132.78
265;1.0982;132.78
266;1.1028;132.77
267;1.1074;132.77
268;1.112;132.77
269;1.1166;132.76
270;1.1212;132.76
271;1.1257;132.75
272;1.1302;132.75
273;1.1347;132.74
274;1.1392;132.74
275;1.1436;132.73
276;1.148;132.73
277;1.1524;132.73
278;1.1567;132.72
279;1.1611;132.72
280;1.1654;132.71
281;1.1697;132.71
282;1.1739;132.7
283;1.1781;132.7
284;1.1823;132.69
285;1.1865;132.69
286;1.1907;132.68
287;1.1948;132.68
288;1.1989;132.68
289;1.2029;132.67
290;1.207;132.67
291;1.211;132.66
292;1.2149;132.66
293;1.2189;132.65
294;1.2228;132.65
295;1.2267;132.64
296;1.2305;132.64
297;1.2344;132.63
298;1.2382;132.63
299;1.2419;132.62
300;1.2457;132.62
301;1.2494;132.62
302;1.2531;132.61
303;1.2567;132.61
304;1.2603;132.6
305;1.2639;132.6
306;1.2674;132.59
307;1.271;132.59
308;1.2744;132.58
309;1.2779;132.58
310;1.2813;132.57
311;1.2847;132.57
312;1.288;132.56
313;1.2914;132.56
314;1.2946;132.55
315;1.2979;132.55
316;1.3011;132.54
317;1.3043;132.54
318;1.3074;132.54
319;1.3105;132.53
320;1.3136;132.53
321;1.3167;132.52
322;1.3197;132.52
323;1.3226;132.51
324;1.3256;132.51
325;1.3285;132.5
326;1.3313;132.5
327;1.3342;132.49
328;1.337;132.49
329;1.3397;132.48
330;1.3424;132.48
331;1.3451;132.47
332;1.3478;132.47
333;1.3504;132.46
334;1.3529;132.46
335;1.3555;132.45
336;1.358;132.45
337;1.3604;132.45
338;1.3628;132.44
339;1.3652;132.44
340;1.3675;132.43
341;1.3698;132.43
342;1.3721;132.42
343;1.3743;132.42
344;1.3765;132.41
345;1.3787;132.41
346;1.3808;132.4
347;1.3828;132.4
348;1.3849;132.39
349;1.3868;132.39
350;1.3888;132.38
351;1.3907;132.38
352;1.3926;132.37
353;1.3944;132.37
354;1.3962;132.36
355;1.3979;132.36
356;1.3996;132.36
357;1.4013;132.35
358;1.4029;132.35
359;1.4045;132.34
360;1.4061;132.34
361;1.4078;132.33
362;1.4094;132.33
363;1.411;132.32
364;1.4126;132.32
365;1.4142;132.31
366;1.4158;132.31
367;1.4174;132.3
368;1.419;132.3
369;1.4206;132.3
370;1.4222;132.29
371;1.4238;132.29
372;1.4254;132.28
373;1.4269;132.28
374;1.4285;132.27
375;1.4301;132.27
376;1.4317;132.26
377;1.4332;132.26
378;1.4348;132.25
379;1.4363;132.25
380;1.4379;132.25
381;1.4394;132.24
382;1.441;132.24
383;1.4425;132.23
384;1.4441;132.23
385;1.4456;132.22
386;1.4471;132.22
387;1.4486;132.21
388;1.4501;132.21
389;1.4516;132.21
390;1.4531;132.2
391;1.4546;132.2
392;1.4561;132.19
393;1.4576;132.19
394;1.4591;132.18
395;1.4605;132.18
396;1.462;132.18
397;1.4635;132.17
398;1.4649;132.17
399;1.4663;132.16
400;1.4678;132.16
401;1.4692;132.15
402;1.4706;132.15
403;1.472;132.15
404;1.4734;132.14
405;1.4748;132.14
406;1.4762;132.13
407;1.4776;132.13
408;1.479;132.12
409;1.4803;132.12
410;1.4817;132.12
411;1.483;132.11
412;1.4843;132.11
413;1.4857;132.1
414;1.487;132.1
415;1.4883;132.1
416;1.4896;132.09
417;1.4909;132.09
418;1.4922;132.08
419;1.4934;132.08
420;1.4947;132.08
421;1.4959;132.07
422;1.4972;132.07
423;1.4984;132.07
424;1.4996;132.06
425;1.5008;132.06
426;1.502;132.05
427;1.5032;132.05
428;1.5044;132.05
429;1.5055;132.04
430;1.5067;132.04
431;1.5078;132.03
432;1.5089;132.03
433;1.51;132.03
434;1.5111;132.02
435;1.5122;132.02
436;1.5133;132.02
437;1.5144;132.01
438;1.5154;132.01
439;1.5165;132.01
440;1.5175;132
441;1.5185;132
442;1.5195;132
443;1.5205;131.99
444;1.5215;131.99
445;1.5224;131.98
446;1.5234;131.98
447;1.5243;131.98
448;1.5252;131.97
449;1.5261;131.97
450;1.527;131.97
451;1.5279;131.96
452;1.5287;131.96
453;1.5296;131.96
454;1.5304;131.95
455;1.5312;131.95
456;1.532;131.95
457;1.5328;131.95
458;1.5336;131.94
459;1.5343;131.94
460;1.5351;131.94
461;1.5358;131.93
462;1.5365;131.93
463;1.5372;131.93
464;1.5379;131.92
465;1.5385;131.92
466;1.5392;131.92
467;1.5398;131.91
468;1.5404;131.91
469;1.541;131.91
470;1.5416;131.9
471;1.5421;131.9
472;1.5427;131.9
473;1.5432;131.89
474;1.5437;131.89
475;1.5442;131.89
476;1.5446;131.88
477;1.5451;131.88
478;1.5455;131.88
479;1.5459;131.88
480;1.5463;131.87
481;1.5467;131.87
482;1.5471;131.87
483;1.5474;131.86
484;1.5477;131.86
485;1.548;131.86
486;1.5483;131.85
487;1.5486;131.85
488;1.5488;131.85
489;1.549;131.84
490;1.5492;131.84
491;1.5494;131.84
492;1.5496;131.84
493;1.5497;131.83
494;1.5498;131.83
495;1.5499;131.83
496;1.55;131.82
497;1.5501;131.82
498;1.5501;131.82
499;1.5501;131.81
500;1.5501;131.81
501;1.5501;131.81
502;1.55;131.81
503;1.55;131.8
504;1.5499;131.8
505;1.5498;131.8
506;1.5497;131.79
507;1.5495;131.79
508;1.5494;131.79
509;1.5492;131.79
510;1.549;131.78
511;1.5488;131.78
512;1.5485;131.78
513;1.5483;131.77
514;1.548;131.77
515;1.5477;131.77
516;1.5474;131.77
517;1.5471;131.76
518;1.5468;131.76
519;1.5464;131.76
520;1.5461;131.75
521;1.5457;131.75
522;1.5453;131.75
523;1.5449;131.75
524;1.5445;131.74
525;1.544;131.74
526;1.5436;131.74
527;1.5431;131.74
528;1.5426;131.73
529;1.5422;131.73
530;1.5417;131.73
531;1.5411;131.72
532;1.5406;131.72
533;1.5401;131.72
534;1.5395;131.72
535;1.539;131.71
536;1.5384;131.71
537;1.5378;131.71
538;1.5372;131.71
539;1.5366;131.7
540;1.536;131.7
541;1.5354;131.7
542;1.5348;131.69
543;1.5342;131.69
544;1.5335;131.69
545;1.5329;131.69
546;1.5322;131.68
547;1.5316;131.68
548;1.5309;131.68
549;1.5302;131.68
550;1.5295;131.67
551;1.5288;131.67
552;1.5281;131.67
553;1.5274;131.67
554;1.5267;131.66
555;1.526;131.66
556;1.5253;131.66
557;1.5246;131.66
558;1.5238;131.65
559;1.5231;131.65
560;1.5224;131.65
561;1.5216;131.65
562;1.5209;131.64
563;1.5201;131.64
564;1.5194;131.64
565;1.5186;131.63
566;1.5179;131.63
567;1.5171;131.63
568;1.5164;131.63
569;1.5156;131.62
570;1.5148;131.62
571;1.5141;131.62
572;1.5133;131.62
573;1.5126;131.61
574;1.5118;131.61
575;1.511;131.61
576;1.5103;131.61
577;1.5095;131.61
578;1.5088;131.6
579;1.508;131.6
580;1.5073;131.6
581;1.5065;131.6
582;1.5058;131.59
583;1.505;131.59
584;1.5043;131.59
585;1.5035;131.59
586;1.5028;131.58
587;1.5021;131.58
588;1.5013;131.58
589;1.5006;131.58
590;1.4999;131.57
591;1.4992;131.57
592;1.4985;131.57
593;1.4978;131.57
594;1.4971;131.56
595;1.4964;131.56
596;1.4956;131.56
597;1.4949;131.56
598;1.4941;131.55
599;1.4933;131.55
600;1.4925;131.55
601;1.4916;131.55
602;1.4907;131.55
603;1.4898;131.54
604;1.4889;131.54
605;1.4879;131.54
606;1.4869;131.54
607;1.486;131.53
608;1.4849;131.53
609;1.4839;131.53
610;1.4829;131.53
611;1.4818;131.52
612;1.4807;131.52
613;1.4796;131.52
614;1.4785;131.52
615;1.4774;131.51
616;1.4763;131.51
617;1.4751;131.51
618;1.474;131.51
619;1.4728;131.51
620;1.4716;131.5
621;1.4704;131.5
622;1.4692;131.5
623;1.468;131.5
624;1.4668;131.49
625;1.4656;131.49
626;1.4644;131.49
627;1.4632;131.49
628;1.462;131.49
629;1.4607;131.48
630;1.4595;131.48
631;1.4583;131.48
632;1.457;131.48
633;1.4558;131.47
634;1.4546;131.47
635;1.4533;131.47
636;1.4521;131.47
637;1.4509;131.46
638;1.4497;131.46
639;1.4485;131.46
640;1.4473;131.46
641;1.4461;131.45
642;1.4449;131.45
643;1.4437;131.45
644;1.4425;131.45
645;1.4413;131.45
646;1.4402;131.44
647;1.439;131.44
648;1.4379;131.44
649;1.4368;131.44
650;1.4357;131.43
651;1.4346;131.43
652;1.4335;131.43
653;1.4324;131.43
654;1.4314;131.42
655;1.4303;131.42
656;1.4293;131.42
657;1.4283;131.42
658;1.4274;131.41
659;1.4264;131.41
660;1.4255;131.41
661;1.4245;131.41
662;1.4236;131.4
663;1.4228;131.4
664;1.4219;131.4
665;1.4211;131.4
666;1.4203;131.39
667;1.4195;131.39
668;1.4188;131.39
669;1.4181;131.39
670;1.4174;131.38
671;1.4167;131.38
672;1.4161;131.38
673;1.4155;131.38
674;1.4149;131.37
675;1.4144;131.37
676;1.4138;131.37
677;1.4134;131.37
678;1.4129;131.36
679;1.4125;131.36
680;1.4121;131.36
681;1.4118;131.36
682;1.4115;131.35
683;1.4112;131.35
684;1.411;131.35
685;1.4108;131.34
686;1.4107;131.34
687;1.4106;131.34
688;1.4105;131.34
689;1.4105;131.33
690;1.4105;131.33
691;1.4108;131.33
692;1.4112;131.33
693;1.4118;131.32
694;1.4126;131.32
695;1.4135;131.32
696;1.4146;131.32
697;1.4159;131.31
698;1.4173;131.31
699;1.4189;131.31
700;1.4206;131.31
701;1.4224;131.3
702;1.4244;131.3
703;1.4265;131.3
704;1.4288;131.3
705;1.4311;131.29
706;1.4337;131.29
707;1.4363;131.29
708;1.439;131.29
709;1.4419;131.28
710;1.4448;131.28
711;1.4479;131.28
712;1.451;131.28
713;1.4543;131.27
714;1.4576;131.27
715;1.4611;131.27
716;1.4646;131.27
717;1.4682;131.26
718;1.4719;131.26
719;1.4756;131.26
720;1.4794;131.26
721;1.4833;131.25
722;1.4872;131.25
723;1.4912;131.25
724;1.4953;131.25
725;1.4994;131.24
726;1.5035;131.24
727;1.5077;131.24
728;1.5119;131.24
729;1.5162;131.24
730;1.5205;131.23
731;1.5248;131.23
732;1.5291;131.23
733;1.5334;131.23
734;1.5378;131.22
735;1.5421;131.22
736;1.5465;131.22
737;1.5508;131.22
738;1.5552;131.21
739;1.5595;131.21
740;1.5638;131.21
741;1.5681;131.21
742;1.5724;131.2
743;1.5766;131.2
744;1.5809;131.2
745;1.585;131.2
746;1.5892;131.2
747;1.5933;131.19
748;1.5973;131.19
749;1.6013;131.19
750;1.6052;131.19
751;1.609;131.18
752;1.6128;131.18
753;1.6165;131.18
754;1.6202;131.18
755;1.6237;131.18
756;1.6272;131.17
757;1.6305;131.17
758;1.6338;131.17
759;1.6369;131.17
760;1.64;131.16
761;1.6429;131.16
762;1.6458;131.16
763;1.6485;131.16
764;1.651;131.16
765;1.6535;131.15
766;1.6558;131.15
767;1.6579;131.15
768;1.66;131.15
769;1.662;131.15
770;1.664;131.14
771;1.666;131.14
772;1.6681;131.14
773;1.6701;131.14
774;1.6722;131.14
775;1.6743;131.13
776;1.6763;131.13
777;1.6784;131.13
778;1.6805;131.13
779;1.6825;131.13
780;1.6846;131.12
781;1.6867;131.12
782;1.6887;131.12
783;1.6908;131.12
784;1.6928;131.12
785;1.6949;131.11
786;1.6969;131.11
787;1.6989;131.11
788;1.7009;131.11
789;1.7029;131.11
790;1.7049;131.11
791;1.7068;131.1
792;1.7087;131.1
793;1.7106;131.1
794;1.7125;131.1
795;1.7144;131.1
796;1.7162;131.1
797;1.718;131.09
798;1.7198;131.09
799;1.7216;131.09
800;1.7233;131.09
801;1.725;131.09
802;1.7266;131.09
803;1.7282;131.08
804;1.7298;131.08
805;1.7314;131.08
806;1.7329;131.08
807;1.7343;131.08
808;1.7357;131.08
809;1.7371;131.07
810;1.7384;131.07
811;1.7397;131.07
812;1.7409;131.07
813;1.7421;131.07
814;1.7432;131.07
815;1.7443;131.07
816;1.7453;131.07
817;1.7463;131.06
818;1.7472;131.06
819;1.748;131.06
820;1.7488;131.06
821;1.7495;131.06
822;1.7502;131.06
823;1.7507;131.06
824;1.7513;131.06
825;1.7517;131.05
826;1.7521;131.05
827;1.7524;131.05
828;1.7526;131.05
829;1.7528;131.05
830;1.7529;131.05
831;1.7528;131.05
832;1.7521;131.05
833;1.7507;131.05
834;1.7485;131.04
835;1.7456;131.04
836;1.742;131.04
837;1.7378;131.04
838;1.7329;131.04
839;1.7274;131.04
840;1.7214;131.04
841;1.7149;131.04
842;1.7078;131.04
843;1.7003;131.04
844;1.6923;131.04
845;1.6839;131.04
846;1.6751;131.03
847;1.6659;131.03
848;1.6564;131.03
849;1.6466;131.03
850;1.6366;131.03
851;1.6263;131.03
852;1.6157;131.03
853;1.605;131.03
854;1.5941;131.03
855;1.5831;131.03
856;1.572;131.03
857;1.5607;131.03
858;1.5495;131.03
859;1.5382;131.03
860;1.5268;131.03
861;1.5155;131.03
862;1.5043;131.03
863;1.4931;131.03
864;1.482;131.03
865;1.471;131.03
866;1.4602;131.03
867;1.4495;131.02
868;1.439;131.02
869;1.4287;131.02
870;1.4187;131.02
871;1.4089;131.02
872;1.3993;131.02
873;1.3901;131.02
874;1.3811;131.02
875;1.3725;131.02
876;1.3643;131.02
877;1.3564;131.02
878;1.3489;131.03
879;1.3419;131.03
880;1.3349;131.03
881;1.3279;131.03
882;1.3208;131.03
883;1.3136;131.03
884;1.3064;131.03
885;1.2992;131.04
886;1.2919;131.04
887;1.2846;131.04
888;1.2772;131.04
889;1.2698;131.04
890;1.2624;131.05
891;1.255;131.05
892;1.2475;131.05
893;1.24;131.06
894;1.2325;131.06
895;1.225;131.06
896;1.2175;131.07
897;1.2099;131.07
898;1.2024;131.08
899;1.1949;131.08
900;1.1874;131.08
901;1.1799;131.09
902;1.1724;131.09
903;1.1649;131.1
904;1.1574;131.1
905;1.15;131.11
906;1.1426;131.11
907;1.1352;131.12
908;1.1278;131.12
909;1.1205;131.13
910;1.1132;131.13
911;1.106;131.14
912;1.0988;131.14
913;1.0916;131.15
914;1.0845;131.16
915;1.0774;131.16
916;1.0704;131.17
917;1.0634;131.17
918;1.0565;131.18
919;1.0497;131.19
920;1.0429;131.19
921;1.0362;131.2
922;1.0296;131.2
923;1.023;131.21
924;1.0165;131.22
925;1.0101;131.22
926;1.0038;131.23
927;0.9975;131.24
928;0.99131;131.24
929;0.98522;131.25
930;0.9792;131.26
931;0.97328;131.27
932;0.96745;131.27
933;0.96171;131.28
934;0.95607;131.29
935;0.95052;131.29
936;0.94507;131.3
937;0.93973;131.31
938;0.93448;131.31
939;0.92935;131.32
940;0.92431;131.33
941;0.91939;131.34
942;0.91458;131.34
943;0.90988;131.35
944;0.9053;131.36
945;0.90083;131.37
946;0.89648;131.37
947;0.89225;131.38
948;0.88815;131.39
949;0.88417;131.39
950;0.88031;131.4
951;0.87658;131.41
952;0.87298;131.42
953;0.86952;131.42
954;0.86619;131.43
955;0.86299;131.44
956;0.85993;131.44
957;0.85701;131.45
958;0.85423;131.46
959;0.85159;131.47
960;0.8491;131.47
961;0.84676;131.48
962;0.84456;131.49
963;0.84252;131.49
964;0.84063;131.5
965;0.83889;131.51
966;0.83732;131.51
967;0.8359;131.52
968;0.83464;131.53
969;0.83355;131.53
970;0.83262;131.54
971;0.83186;131.55
972;0.83128;131.55
973;0.83086;131.56
974;0.83062;131.56
975;0.83059;131.57
976;0.83211;131.58
977;0.83587;131.58
978;0.8418;131.59
979;0.84985;131.59
980;0.85996;131.6
981;0.8721;131.61
982;0.88622;131.61
983;0.90229;131.62
984;0.92028;131.62
985;0.94015;131.63
986;0.96188;131.63
987;0.98543;131.64
988;1.0108;131.64
989;1.0379;131.65
990;1.0667;131.65
991;1.0973;131.65
992;1.1295;131.66
993;1.1634;131.66
994;1.1988;131.67
995;1.2357;131.67
996;1.2742;131.67
997;1.3141;131.68
998;1.3553;131.68
999;1.3979;131.68
1000;1.4417;131.69
1001;1.4866;131.69
1002;1.5326;131.69
1003;1.5796;131.69
1004;1.6274;131.7
1005;1.676;131.7
1006;1.7253;131.7
1007;1.7752;131.7
1008;1.8255;131.71
1009;1.876;131.71
1010;1.9268;131.71
1011;1.9775;131.71
1012;2.0282;131.71
1013;2.0785;131.71
1014;2.1284;131.71
1015;2.1777;131.71
1016;2.2263;131.71
1017;2.2739;131.71
1018;2.3204;131.71
1019;2.3655;131.71
1020;2.4092;131.71
1021;2.4513;131.71
1022;2.4914;131.71
1023;2.5295;131.71
1024;2.5654;131.71
1025;2.5988;131.71
1026;2.6296;131.71
1027;2.6576;131.71
1028;2.6826;131.71
1029;2.7045;131.71
1030;2.7229;131.71
1031;2.7378;131.7
1032;2.749;131.7
1033;2.7563;131.7
1034;2.7596;131.7
1035;2.7595;131.7
1036;2.7583;131.7
1037;2.7561;131.7
1038;2.753;131.7
1039;2.749;131.7
1040;2.7442;131.69
1041;2.7384;131.69
1042;2.7318;131.69
1043;2.7244;131.69
1044;2.7161;131.69
1045;2.7071;131.69
1046;2.6974;131.68
1047;2.6869;131.68
1048;2.6757;131.68
1049;2.6639;131.68
1050;2.6514;131.68
1051;2.6382;131.68
1052;2.6245;131.67
1053;2.6102;131.67
1054;2.5953;131.67
1055;2.5799;131.67
1056;2.564;131.66
1057;2.5476;131.66
1058;2.5308;131.66
1059;2.5135;131.66
1060;2.4959;131.66
1061;2.4778;131.65
1062;2.4594;131.65
1063;2.4407;131.65
1064;2.4216;131.65
1065;2.4023;131.64
1066;2.3827;131.64
1067;2.3629;131.64
1068;2.3428;131.64
1069;2.3226;131.63
1070;2.3022;131.63
1071;2.2816;131.63
1072;2.2609;131.62
1073;2.2402;131.62
1074;2.2193;131.62
1075;2.1983;131.62
1076;2.1774;131.61
1077;2.1564;131.61
1078;2.1353;131.61
1079;2.1143;131.6
1080;2.0934;131.6
1081;2.0725;131.6
1082;2.0517;131.59
1083;2.0309;131.59
1084;2.0103;131.59
1085;1.9898;131.58
1086;1.9694;131.58
1087;1.9492;131.58
1088;1.9292;131.57
1089;1.9093;131.57
1090;1.8897;131.57
1091;1.8703;131.56
1092;1.8511;131.56
1093;1.8322;131.56
1094;1.8135;131.55
1095;1.7952;131.55
1096;1.7771;131.55
1097;1.7593;131.54
1098;1.7418;131.54
1099;1.7247;131.54
1100;1.7079;131.53
1101;1.6915;131.53
1102;1.6754;131.53
1103;1.6598;131.52
1104;1.6445;131.52
1105;1.6296;131.52
1106;1.6151;131.51
1107;1.6011;131.51
1108;1.5875;131.5
1109;1.5743;131.5
1110;1.5616;131.5
1111;1.5494;131.49
1112;1.5376;131.49
1113;1.5264;131.49
1114;1.5156;131.48
1115;1.5053;131.48
1116;1.4956;131.47
1117;1.4864;131.47
1118;1.4777;131.47
1119;1.4696;131.46
1120;1.462;131.46
1121;1.455;131.45
1122;1.4486;131.45
1123;1.4428;131.45
1124;1.4376;131.44
1125;1.433;131.44
1126;1.429;131.44
1127;1.4257;131.43
1128;1.423;131.43
1129;1.421;131.42
1130;1.4197;131.42
1131;1.4191;131.42
1132;1.4191;131.41
1133;1.4197;131.41
1134;1.4209;131.4
1135;1.4225;131.4
1136;1.4247;131.4
1137;1.4274;131.39
1138;1.4306;131.39
1139;1.4343;131.38
1140;1.4385;131.38
1141;1.4431;131.38
1142;1.4481;131.37
1143;1.4536;131.37
1144;1.4595;131.37
1145;1.4658;131.36
1146;1.4725;131.36
1147;1.4796;131.35
1148;1.4871;131.35
1149;1.495;131.35
1150;1.5032;131.34
1151;1.5117;131.34
1152;1.5206;131.33
1153;1.5298;131.33
1154;1.5393;131.33
1155;1.5491;131.32
1156;1.5592;131.32
1157;1.5696;131.32
1158;1.5802;131.31
1159;1.5911;131.31
1160;1.6022;131.3
1161;1.6136;131.3
1162;1.6252;131.3
1163;1.6369;131.29
1164;1.6489;131.29
1165;1.661;131.29
1166;1.6733;131.28
1167;1.6857;131.28
1168;1.6983;131.28
1169;1.711;131.27
1170;1.7238;131.27
1171;1.7367;131.27
1172;1.7497;131.26
1173;1.7627;131.26
1174;1.7758;131.25
1175;1.7889;131.25
1176;1.802;131.25
1177;1.8152;131.24
1178;1.8283;131.24
1179;1.8414;131.24
1180;1.8544;131.23
1181;1.8674;131.23
1182;1.8803;131.23
1183;1.8931;131.23
1184;1.9058;131.22
1185;1.9183;131.22
1186;1.9307;131.22
1187;1.943;131.21
1188;1.955;131.21
1189;1.9669;131.21
1190;1.9785;131.2
1191;1.9899;131.2
1192;2.001;131.2
1193;2.0118;131.2
1194;2.0224;131.19
1195;2.0326;131.19
1196;2.0425;131.19
1197;2.0521;131.18
1198;2.0613;131.18
1199;2.0701;131.18
1200;2.0784;131.18
1201;2.0864;131.17
1202;2.0939;131.17
1203;2.101;131.17
1204;2.1075;131.17
1205;2.1136;131.16
1206;2.1191;131.16
1207;2.1241;131.16
1208;2.1285;131.16
1209;2.1324;131.15
1210;2.1359;131.15
1211;2.1394;131.15
1212;2.1429;131.15
1213;2.1463;131.15
1214;2.1498;131.14
1215;2.1532;131.14
1216;2.1567;131.14
1217;2.1601;131.14
1218;2.1634;131.14
1219;2.1668;131.13
1220;2.1701;131.13
1221;2.1735;131.13
1222;2.1767;131.13
1223;2.18;131.13
1224;2.1833;131.13
1225;2.1865;131.13
1226;2.1897;131.12
1227;2.1928;131.12
1228;2.196;131.12
1229;2.1991;131.12
1230;2.2022;131.12
1231;2.2052;131.12
1232;2.2083;131.11
1233;2.2112;131.11
1234;2.2142;131.11
1235;2.2171;131.11
1236;2.22;131.11
1237;2.2229;131.11
1238;2.2257;131.11
1239;2.2285;131.1
1240;2.2312;131.1
1241;2.2339;131.1
1242;2.2366;131.1
1243;2.2392;131.1
1244;2.2418;131.1
1245;2.2444;131.1
1246;2.2469;131.1
1247;2.2493;131.09
1248;2.2517;131.09
1249;2.2541;131.09
1250;2.2564;131.09
1251;2.2587;131.09
1252;2.261;131.09
1253;2.2631;131.09
1254;2.2653;131.09
1255;2.2674;131.09
